# x  OriginalData  Fit  Background  peak0  peak1  peak2
5.306000000000000227e+01 2.400000000000000000e+01 3.616390021109772590e+01 2.898212578030492637e+01 2.026827461759158844e+00 4.860774351902679591e+00 2.941726171309643201e-01
5.307999999999999829e+01 2.900000000000000000e+01 3.620475176245681581e+01 2.897487062259872914e+01 2.012341528131788237e+00 4.921395034089250053e+00 2.961445776370542626e-01
5.310000000000000142e+01 2.600000000000000000e+01 3.624686326697210603e+01 2.896755528210547936e+01 1.998010503901819446e+00 4.983161023039091475e+00 2.981364579257120839e-01
5.311999999999999744e+01 3.300000000000000000e+01 3.629026193238261300e+01 2.896017975882509177e+01 1.983832185841551965e+00 5.046101460180878462e+00 3.001485275350928572e-01
5.314000000000000057e+01 3.500000000000000000e+01 3.633497594637496775e+01 2.895274405275762319e+01 1.969804409795101741e+00 5.110246423238653080e+00 3.021810605835890118e-01
5.315999999999999659e+01 2.900000000000000000e+01 3.638103451231867069e+01 2.894524816390307365e+01 1.955925049849035036e+00 5.175626962702900791e+00 3.042343358636612760e-01
5.317999999999999972e+01 3.200000000000000000e+01 3.642846788669949376e+01 2.893769209226141470e+01 1.942192017523423964e+00 5.242275139976721121e+00 3.063086369379338092e-01
5.320000000000000284e+01 4.200000000000000000e+01 3.647730741833836277e+01 2.893007583783270320e+01 1.928603260982885370e+00 5.310224067285179039e+00 3.084042522375937678e-01
5.321999999999999886e+01 2.800000000000000000e+01 3.652758558948952583e+01 2.892239940061685388e+01 1.915156764266914946e+00 5.379507949442576376e+00 3.105214751631784620e-01
5.324000000000000199e+01 2.300000000000000000e+01 3.657933605891810913e+01 2.891466278061395201e+01 1.901850546539050058e+00 5.450162127577300453e+00 3.126606041878076669e-01
5.325999999999999801e+01 2.800000000000000000e+01 3.663259370706123264e+01 2.890686597782396916e+01 1.888682661354353920e+00 5.522223124919987569e+00 3.148219429629227073e-01
5.328000000000000114e+01 2.500000000000000000e+01 3.668739468338623055e+01 2.889900899224682007e+01 1.875651195944619154e+00 5.595728694768166811e+00 3.170058004266210205e-01
5.329999999999999716e+01 3.500000000000000000e+01 3.674377645606426057e+01 2.889109182388264685e+01 1.862754270520923017e+00 5.670717870746054601e+00 3.192124909146346612e-01
5.332000000000000028e+01 2.700000000000000000e+01 3.680177786408562923e+01 2.888311447273133581e+01 1.849990037592931902e+00 5.747231019487309744e+00 3.214423342740536649e-01
5.334000000000000341e+01 2.600000000000000000e+01 3.686143917195234110e+01 2.887507693879297221e+01 1.837356681304618267e+00 5.825309895874905664e+00 3.236956559798451205e-01
5.335999999999999943e+01 3.500000000000000000e+01 3.692280212708987364e+01 2.886697922206752764e+01 1.824852416785832210e+00 5.904997700982244524e+00 3.259727872542700355e-01
5.338000000000000256e+01 3.600000000000000000e+01 3.698591002013146323e+01 2.885882132255491683e+01 1.812475489519343119e+00 5.986339142867930896e+00 3.282740651892696038e-01
5.339999999999999858e+01 2.800000000000000000e+01 3.705080774823660761e+01 2.885060324025531031e+01 1.800224174722977910e+00 6.069380500386420074e+00 3.305998328718993129e-01
5.342000000000000171e+01 3.200000000000000000e+01 3.711754188161606294e+01 2.884232497516856597e+01 1.788096776746319838e+00 6.154169690188258990e+00 3.329504395129187500e-01
5.343999999999999773e+01 3.600000000000000000e+01 3.718616073344835371e+01 2.883398652729471223e+01 1.776091628481737406e+00 6.240756337093302797e+00 3.353262405786012201e-01
5.346000000000000085e+01 3.400000000000000000e+01 3.725671443338318767e+01 2.882558789663377752e+01 1.764207090789186028e+00 6.329191848034342982e+00 3.377275979258840821e-01
5.347999999999999687e+01 4.100000000000000000e+01 3.732925500484088133e+01 2.881712908318576183e+01 1.752441551934585950e+00 6.419529489779608689e+00 3.401548799409288559e-01
5.350000000000000000e+01 2.900000000000000000e+01 3.740383644633168814e+01 2.880861008695063674e+01 1.740793427041246622e+00 6.511824470658591935e+00 3.426084616812181682e-01
5.352000000000000313e+01 2.300000000000000000e+01 3.748051481703256371e+01 2.880003090792845910e+01 1.729261157554135231e+00 6.606134026528704517e+00 3.450887250212654189e-01
5.353999999999999915e+01 3.500000000000000000e+01 3.755934832687606928e+01 2.879139154611914364e+01 1.717843210716545777e+00 6.702517511238309744e+00 3.475960588020656217e-01
5.356000000000000227e+01 4.400000000000000000e+01 3.764039743142385674e+01 2.878269200152274720e+01 1.706538079058877555e+00 6.801036491857844979e+00 3.501308589843882824e-01
5.357999999999999829e+01 2.700000000000000000e+01 3.772372493181409681e+01 2.877393227413924137e+01 1.695344279899238416e+00 6.901754848969601674e+00 3.526935288060167872e-01
5.360000000000000142e+01 3.600000000000000000e+01 3.780939608009537523e+01 2.876511236396868298e+01 1.684260354855473762e+00 7.004738882328139127e+00 3.552844789430741890e-01
5.361999999999999744e+01 2.800000000000000000e+01 3.789747869027802807e+01 2.875623227101101520e+01 1.673284869368437455e+00 7.110057422223053258e+00 3.579041276755277057e-01
5.364000000000000057e+01 3.400000000000000000e+01 3.798804325546112182e+01 2.874729199526626644e+01 1.662416412236082275e+00 7.217781946901744128e+00 3.605529010570289739e-01
5.365999999999999659e+01 3.800000000000000000e+01 3.808116307141454371e+01 2.873829153673440828e+01 1.651653595158225629e+00 7.327986706432718655e+00 3.632312330891856456e-01
5.367999999999999972e+01 3.700000000000000000e+01 3.817691436702742180e+01 2.872923089541546915e+01 1.640995052291568168e+00 7.440748853419948183e+00 3.659395659004320844e-01
5.370000000000000284e+01 3.400000000000000000e+01 3.827537644205976619e+01 2.872011007130944904e+01 1.630439439814847180e+00 7.556148581005860621e+00 3.686783499296074629e-01
5.371999999999999886e+01 4.200000000000000000e+01 3.837663181266937329e+01 2.871092906441629111e+01 1.619985435503740412e+00 7.674269268634933638e+00 3.714480441144059064e-01
5.374000000000000199e+01 2.900000000000000000e+01 3.848076636521934546e+01 2.870168787473608063e+01 1.609631738315330463e+00 7.795197636083095460e+00 3.742491160848398501e-01
5.375999999999999801e+01 4.100000000000000000e+01 3.858786951890829187e+01 2.869238650226876075e+01 1.599377067981900158e+00 7.919023906295764803e+00 3.770820423618599926e-01
5.378000000000000114e+01 3.000000000000000000e+01 3.869803439780887544e+01 2.868302494701435990e+01 1.589220164613755149e+00 8.045841977619444307e+00 3.799473085613124801e-01
5.379999999999999716e+01 2.600000000000000000e+01 3.881135801294092857e+01 2.867360320897290649e+01 1.579159788310927626e+00 8.175749606053724250e+00 3.828454096033687692e-01
5.382000000000000028e+01 3.800000000000000000e+01 3.892794145505646242e+01 2.866412128814428684e+01 1.569194718783444298e+00 8.308848598201098667e+00 3.857768499276292840e-01
5.384000000000000341e+01 3.200000000000000000e+01 3.904789009886400919e+01 2.865457918452861463e+01 1.559323754980040944e+00 8.445245015641301478e+00 3.887421437140451408e-01
5.385999999999999943e+01 3.200000000000000000e+01 3.917131381947676516e+01 2.864497689812588987e+01 1.549545714725022894e+00 8.585049391515985562e+00 3.917418151098651657e-01
5.388000000000000256e+01 3.500000000000000000e+01 3.929832722193141592e+01 2.863531442893599888e+01 1.539859434363103796e+00 8.728376960169523358e+00 3.947763984627858380e-01
5.389999999999999858e+01 3.400000000000000000e+01 3.942904988469015848e+01 2.862559177695905532e+01 1.530263768412059688e+00 8.875347900758550068e+00 3.978464385604895681e-01
5.392000000000000171e+01 3.200000000000000000e+01 3.956360661811238089e+01 2.861580894219497395e+01 1.520757589222911266e+00 9.026087595817703146e+00 4.009524908767979068e-01
5.393999999999999773e+01 3.600000000000000000e+01 3.970212773896164293e+01 2.860596592464386845e+01 1.511339786647559968e+00 9.180726905845595809e+00 4.040951218246174315e-01
5.396000000000000085e+01 3.700000000000000000e+01 3.984474936210028773e+01 2.859606272430565355e+01 1.502009267713578566e+00 9.339402461065128946e+00 4.072749090159280549e-01
5.397999999999999687e+01 3.800000000000000000e+01 3.999161371061904902e+01 2.858609934118032925e+01 1.492764956306084967e+00 9.502256971603628699e+00 4.104924415290034379e-01
5.400000000000000000e+01 3.700000000000000000e+01 4.014286944575267313e+01 2.857607577526792397e+01 1.483605792856433236e+00 9.669439557445182132e+00 4.137483201831310131e-01
5.402000000000000313e+01 3.700000000000000000e+01 4.029867201804452748e+01 2.856599202656843772e+01 1.474530734037632129e+00 9.841106099617420000e+00 4.170431578210381796e-01
5.403999999999999915e+01 3.500000000000000000e+01 4.045918404134931023e+01 2.855584809508181365e+01 1.465538752466266414e+00 1.001741961420192872e+01 4.203775795993026643e-01
5.406000000000000227e+01 2.800000000000000000e+01 4.062457569139736080e+01 2.854564398080813703e+01 1.456628836410782890e+00 1.019855065089144297e+01 4.237522232869934125e-01
5.407999999999999829e+01 3.100000000000000000e+01 4.079502513079182791e+01 2.853537968374735101e+01 1.447799989506020957e+00 1.038467771796565486e+01 4.271677395727993543e-01
5.410000000000000142e+01 2.900000000000000000e+01 4.097071896247737044e+01 2.852505520389948401e+01 1.439051230473756604e+00 1.057598773572317263e+01 4.306247923809539135e-01
5.411999999999999744e+01 3.900000000000000000e+01 4.115185271389307076e+01 2.851467054126450762e+01 1.430381592849213623e+00 1.077267652058314340e+01 4.341240591962047257e-01
5.414000000000000057e+01 2.300000000000000000e+01 4.133863135422542712e+01 2.850422569584245025e+01 1.421790124713292469e+00 1.097494930227151144e+01 4.376662313981685704e-01
5.415999999999999659e+01 4.400000000000000000e+01 4.153126984738909755e+01 2.849372066763331190e+01 1.413275888430487459e+00 1.118302127671996260e+01 4.412520146053429126e-01
5.417999999999999972e+01 2.900000000000000000e+01 4.172999374360789915e+01 2.848315545663706416e+01 1.404837960392248952e+00 1.139711819754945132e+01 4.448821290291312125e-01
5.420000000000000284e+01 4.100000000000000000e+01 4.193503981272728254e+01 2.847253006285376387e+01 1.396475430765758752e+00 1.161747700926957627e+01 4.485573098381840373e-01
5.421999999999999886e+01 4.300000000000000000e+01 4.214665672268563412e+01 2.846184448628332575e+01 1.388187403247912011e+00 1.184434652562096879e+01 4.522783075334280145e-01
5.424000000000000199e+01 4.700000000000000000e+01 4.236510576689144614e+01 2.845109872692580666e+01 1.379972994824417931e+00 1.207798815680708771e+01 4.560458883341340086e-01
5.425999999999999801e+01 3.400000000000000000e+01 4.259066164460887194e+01 2.844029278478117817e+01 1.371831335533916674e+00 1.231867668971839613e+01 4.598608345753817384e-01
5.428000000000000114e+01 4.600000000000000000e+01 4.282361329885306134e+01 2.842942665984949713e+01 1.363761568236933286e+00 1.256670112564928665e+01 4.637239451173453819e-01
5.429999999999999716e+01 4.500000000000000000e+01 4.306426481672826867e+01 2.841850035213073511e+01 1.355762848389631126e+00 1.282236558044114361e+01 4.676360357667571077e-01
5.432000000000000028e+01 4.400000000000000000e+01 4.331293639763418213e+01 2.840751386162480685e+01 1.347834343822172709e+00 1.308599025247618464e+01 4.715979397110142690e-01
5.434000000000000341e+01 4.700000000000000000e+01 4.356996539529982471e+01 2.839646718833185446e+01 1.339975234521660674e+00 1.335791246448099123e+01 4.756105079653199508e-01
5.435999999999999943e+01 2.700000000000000000e+01 4.383570744020844501e+01 2.838536033225182109e+01 1.332184712419484329e+00 1.363848778570379672e+01 4.796746098333431463e-01
5.438000000000000256e+01 5.000000000000000000e+01 4.411053764964496082e+01 2.837419329338462148e+01 1.324461981182991188e+00 1.392809124169549051e+01 4.837911333818555315e-01
5.439999999999999858e+01 3.100000000000000000e+01 4.439485193334359536e+01 2.836296607173039774e+01 1.316806256011425091e+00 1.422711861967195723e+01 4.879609859298164043e-01
5.442000000000000171e+01 4.400000000000000000e+01 4.468906840354465970e+01 2.835167866728903618e+01 1.309216763435947728e+00 1.453598787826723182e+01 4.921850945524491872e-01
5.443999999999999773e+01 3.600000000000000000e+01 4.499362889920365660e+01 2.834033108006062207e+01 1.301692741123737562e+00 1.485514067141850703e+01 4.964644066007921075e-01
5.446000000000000085e+01 4.400000000000000000e+01 4.530900063513448117e+01 2.832892331004512698e+01 1.294233437685996968e+00 1.518504399716604070e+01 5.007998902373176353e-01
5.447999999999999687e+01 4.400000000000000000e+01 4.563567798803880748e+01 2.831745535724249407e+01 1.286838112489847807e+00 1.552619198331832351e+01 5.051925349881429828e-01
5.450000000000000000e+01 5.100000000000000000e+01 4.597418443268494315e+01 2.830592722165278019e+01 1.279506035473952696e+00 1.587910782324573944e+01 5.096433523124733744e-01
5.452000000000000313e+01 4.400000000000000000e+01 4.632507464296728728e+01 2.829433890327598533e+01 1.272236486967851521e+00 1.624434587653360751e+01 5.141533761898466892e-01
5.453999999999999915e+01 4.000000000000000000e+01 4.668893677423738353e+01 2.828269040211208107e+01 1.265028757514871760e+00 1.662249395088456438e+01 5.187236637258620942e-01
5.456000000000000227e+01 5.600000000000000000e+01 4.706639494516359434e+01 2.827098171816109584e+01 1.257882147698544228e+00 1.701417578352690896e+01 5.233552957770417624e-01
5.457999999999999829e+01 6.600000000000000000e+01 4.745811193947376694e+01 2.825921285142302963e+01 1.250795967972486711e+00 1.742005374248273952e+01 5.280493775955095170e-01
5.460000000000000142e+01 4.200000000000000000e+01 4.786479215031409495e+01 2.824738380189785403e+01 1.243769538493598725e+00 1.784083177042838741e+01 5.328070394942483468e-01
5.461999999999999744e+01 4.300000000000000000e+01 4.828718479263746133e+01 2.823549456958556902e+01 1.236802188958584292e+00 1.827725859655967255e+01 5.376294375336382325e-01
5.464000000000000057e+01 4.900000000000000000e+01 4.872608741207164940e+01 2.822354515448623147e+01 1.229893258443634618e+00 1.873013124491166792e+01 5.425177542301190536e-01
5.465999999999999659e+01 5.200000000000000000e+01 4.918234972214646916e+01 2.821153555659978451e+01 1.223042095247293348e+00 1.920029887101165755e+01 5.474731992877365228e-01
5.467999999999999972e+01 5.000000000000000000e+01 4.965687780566580756e+01 2.819946577592625658e+01 1.216248056736339844e+00 1.968866696264972660e+01 5.524970103534814214e-01
5.470000000000000284e+01 3.700000000000000000e+01 5.015063872040995818e+01 2.818733581246564768e+01 1.209510509194715810e+00 2.019620194495233534e+01 5.575904537972570241e-01
5.471999999999999886e+01 5.300000000000000000e+01 5.066466555437799002e+01 2.817514566621790095e+01 1.202828827675350487e+00 2.072393623496729376e+01 5.627548255174444902e-01
5.474000000000000199e+01 6.200000000000000000e+01 5.120006298145443679e+01 2.816289533718310167e+01 1.196202395854857325e+00 2.127297379664346977e+01 5.679914517730140222e-01
5.475999999999999801e+01 4.600000000000000000e+01 5.175801337484121234e+01 2.815058482536119300e+01 1.189630605891051740e+00 2.184449625354580604e+01 5.733016900431684437e-01
5.478000000000000114e+01 5.800000000000000000e+01 5.233978354291946289e+01 2.813821413075220335e+01 1.183112858283181135e+00 2.243976962396845565e+01 5.786869299156210955e-01
5.479999999999999716e+01 6.000000000000000000e+01 5.294673216049407927e+01 2.812578325335613272e+01 1.176648561734870313e+00 2.306015175139853568e+01 5.841485940045388903e-01
5.482000000000000028e+01 5.700000000000000000e+01 5.358031797779258198e+01 2.811329219317292427e+01 1.170237133019649711e+00 2.370710051270064866e+01 5.896881388993578943e-01
5.484000000000000341e+01 5.000000000000000000e+01 5.424210890019748632e+01 2.810074095020266327e+01 1.163877996849086438e+00 2.438218289700012775e+01 5.953070561456056398e-01
5.485999999999999943e+01 5.200000000000000000e+01 5.493379204370302915e+01 2.808812952444529287e+01 1.157570585743402436e+00 2.508708506025531904e+01 6.010068732590198026e-01
5.488000000000000256e+01 3.000000000000000000e+01 5.565718488455849666e+01 2.807545791590084150e+01 1.151314339904545347e+00 2.582362347397885216e+01 6.067891547742514380e-01
5.489999999999999858e+01 5.000000000000000000e+01 5.641424763668389630e+01 2.806272612456933757e+01 1.145108707091682554e+00 2.659375730169339747e+01 6.126555033294796004e-01
5.492000000000000171e+01 4.300000000000000000e+01 5.720709700729418756e+01 2.804993415045063898e+01 1.138953142499016025e+00 2.739960215355611339e+01 6.186075607884168326e-01
5.493999999999999773e+01 6.200000000000000000e+01 5.803802149982996639e+01 2.803708199354494468e+01 1.132847108635929079e+00 2.824344538824797723e+01 6.246470094011162821e-01
5.496000000000000085e+01 6.900000000000000000e+01 5.890949845384393768e+01 2.802416965385214098e+01 1.126790075209346043e+00 2.912776315177725195e+01 6.307755730051979315e-01
5.497999999999999687e+01 6.700000000000000000e+01 5.982421303382588462e+01 2.801119713137219946e+01 1.120781519008334559e+00 3.005523936517630545e+01 6.369950182690442553e-01
5.500000000000000000e+01 6.500000000000000000e+01 6.078507940301595625e+01 2.799816442610520539e+01 1.114820923790821094e+00 3.102878689714120597e+01 6.433071559787262306e-01
5.502000000000000313e+01 6.100000000000000000e+01 6.179526434369115151e+01 2.798507153805107350e+01 1.108907780172453172e+00 3.205157118309726627e+01 6.497138423703582299e-01
5.503999999999999915e+01 7.500000000000000000e+01 6.285821361183185019e+01 2.797191846720991748e+01 1.103041585517500645e+00 3.312703657859464101e+01 6.562169805097897157e-01
5.506000000000000227e+01 6.900000000000000000e+01 6.397768134069021073e+01 2.795870521358165206e+01 1.097221843831780230e+00 3.425893576155522879e+01 6.628185217215487590e-01
5.507999999999999829e+01 7.200000000000000000e+01 6.515776283360429488e+01 2.794543177716624882e+01 1.091448065657577127e+00 3.545136252371143826e+01 6.695204670690325655e-01
5.510000000000000142e+01 5.700000000000000000e+01 6.640293110999239445e+01 2.793209815796379303e+01 1.085719767970472427e+00 3.670878831516999696e+01 6.763248688881304815e-01
5.511999999999999744e+01 6.300000000000000000e+01 6.771807758783823772e+01 2.791870435597422784e+01 1.080036474078097442e+00 3.803610292540949445e+01 6.832338323764206578e-01
5.514000000000000057e+01 7.200000000000000000e+01 6.910855729871543929e+01 2.790525037119758167e+01 1.074397713520712783e+00 3.943865969675679395e+01 6.902495172403432244e-01
5.515999999999999659e+01 6.900000000000000000e+01 7.058023903415376310e+01 2.789173620363382611e+01 1.068803021973635747e+00 4.092232566914361058e+01 6.973741394027014318e-01
5.517999999999999972e+01 7.300000000000000000e+01 7.213956081105183671e+01 2.787816185328301799e+01 1.063251941151415858e+00 4.249353704384427743e+01 7.046099727731279794e-01
5.520000000000000284e+01 7.400000000000000000e+01 7.379359101382961228e+01 2.786452732014510048e+01 1.057744018713779210e+00 4.415936032388663079e+01 7.119593510841005779e-01
5.521999999999999886e+01 8.700000000000000000e+01 7.555009551640175403e+01 2.785083260422007356e+01 1.052278808173264357e+00 4.592755943421305176e+01 7.194246697953772252e-01
5.524000000000000199e+01 8.600000000000000000e+01 7.741761100083935787e+01 2.783707770550796567e+01 1.046855868804521750e+00 4.780666903845710181e+01 7.270083880697622014e-01
5.525999999999999801e+01 7.200000000000000000e+01 7.940552456409062643e+01 2.782326262400874839e+01 1.041474765555275850e+00 4.980607414370335562e+01 7.347130308232503459e-01
5.528000000000000114e+01 9.800000000000000000e+01 8.152415953067784926e+01 2.780938735972247855e+01 1.036135068958856431e+00 5.193609591114366708e+01 7.425411908528517513e-01
5.529999999999999716e+01 1.160000000000000000e+02 8.378486715851424549e+01 2.779545191264912773e+01 1.030836355048330821e+00 5.420808335977138626e+01 7.504955310453985673e-01
5.532000000000000028e+01 1.200000000000000000e+02 8.620012362745364953e+01 2.778145628278861068e+01 1.025578205272144272e+00 5.663451035272191803e+01 7.585787866709832183e-01
5.534000000000000341e+01 1.050000000000000000e+02 8.878363132629236532e+01 2.776740047014104107e+01 1.020360206411295101e+00 5.922907688197535947e+01 7.667937677646692318e-01
5.535999999999999943e+01 8.800000000000000000e+01 9.155042299532243533e+01 2.775328447470636206e+01 1.015181950497962227e+00 6.200681320851764156e+01 7.751433616004724803e-01
5.538000000000000256e+01 8.000000000000000000e+01 9.451696673118496506e+01 2.773910829648463050e+01 1.010043034735586875e+00 6.498418486470303890e+01 7.836305352617021214e-01
5.539999999999999858e+01 1.230000000000000000e+02 9.770126921463952385e+01 2.772487193547581796e+01 1.004943061420378259e+00 6.817919587943137572e+01 7.922583383119589096e-01
5.542000000000000171e+01 1.270000000000000000e+02 1.011229737799127548e+02 2.771057539167983919e+01 9.998816378641868230e-01 7.161148684479731230e+01 8.010299055714115157e-01
5.543999999999999773e+01 8.300000000000000000e+01 1.048034491115749205e+02 2.769621866509683628e+01 9.948583763187643925e-01 7.530242361015628205e+01 8.099484600030429915e-01
5.546000000000000085e+01 1.220000000000000000e+02 1.087658634438176222e+02 2.768180175572675239e+01 9.898728939013270445e-01 7.927517147847554213e+01 8.190173157139942761e-01
5.547999999999999687e+01 1.140000000000000000e+02 1.130352381677460016e+02 2.766732466356950226e+01 9.849248125214508098e-01 8.355474881057784842e+01 8.282398810771880449e-01
5.550000000000000000e+01 1.290000000000000000e+02 1.176384737554556636e+02 2.765278738862522800e+01 9.800137588092213692e-01 8.816805294604230880e+01 8.376196619789071374e-01
5.552000000000000313e+01 1.410000000000000000e+02 1.226043399261494784e+02 2.763818993089378750e+01 9.751393640446617272e-01 9.314385036601294132e+01 8.471602651980832954e-01
5.553999999999999915e+01 1.540000000000000000e+02 1.279634210626377211e+02 2.762353229037532287e+01 9.703012640883712514e-01 9.851272210625047876e+01 8.568654019235419916e-01
5.556000000000000227e+01 1.300000000000000000e+02 1.337480071008824893e+02 2.760881446706974884e+01 9.654990993133728550e-01 1.043069546430836851e+02 8.667388914156707314e-01
5.557999999999999829e+01 1.500000000000000000e+02 1.399919195370700606e+02 2.759403646097706542e+01 9.607325145381501175e-01 1.105603658967355329e+02 8.767846648193170500e-01
5.560000000000000142e+01 1.490000000000000000e+02 1.467302619119524820e+02 2.757919827209732944e+01 9.560011589608261584e-01 1.173080557117591241e+02 8.870067691352120365e-01
5.561999999999999744e+01 1.590000000000000000e+02 1.539990842333541821e+02 2.756429990043045564e+01 9.513046860944960326e-01 1.245860702754718119e+02 8.974093713574166076e-01
5.564000000000000057e+01 1.450000000000000000e+02 1.618349513808599909e+02 2.754934134597652928e+01 9.466427537036473661e-01 1.324309705183949006e+02 9.079967627849130363e-01
5.565999999999999659e+01 1.850000000000000000e+02 1.702744066944481176e+02 2.753432260873546511e+01 9.420150237416999861e-01 1.408792956984552518e+02 9.187733635156919432e-01
5.567999999999999972e+01 1.660000000000000000e+02 1.793533237658178336e+02 2.751924368870734838e+01 9.374211622895839424e-01 1.499669151876885280e+02 9.297437271323658603e-01
5.570000000000000284e+01 2.130000000000000000e+02 1.891061419941256645e+02 2.750410458589212226e+01 9.328608394953942229e-01 1.597282640231495350e+02 9.409125455886107048e-01
5.571999999999999886e+01 2.110000000000000000e+02 1.995649847794687446e+02 2.748890530028981516e+01 9.283337295150535518e-01 1.701954610953573876e+02 9.522846543064836800e-01
5.574000000000000199e+01 2.050000000000000000e+02 2.107586633153250375e+02 2.747364583190039866e+01 9.238395104539873781e-01 1.813973129354755542e+02 9.638650374950729072e-01
5.575999999999999801e+01 2.500000000000000000e+02 2.227115737713483270e+02 2.745832618072390119e+01 9.193778643097960668e-01 1.933582108926131014e+02 9.756588337015431600e-01
5.578000000000000114e+01 2.380000000000000000e+02 2.354425011464947488e+02 2.744294634676032274e+01 9.149484769158824360e-01 2.060969349812121152e+02 9.876713416064043516e-01
5.579999999999999716e+01 2.640000000000000000e+02 2.489633490796116746e+02 2.742750633000960647e+01 9.105510378860444121e-01 2.196253836856407133e+02 9.999080260752899463e-01
5.582000000000000028e+01 2.580000000000000000e+02 2.632778212337915988e+02 2.741200613047186607e+01 9.061852405599820637e-01 2.339472553382792626e+02 1.012374524480486482e+00
5.584000000000000341e+01 2.970000000000000000e+02 2.783800862661013866e+02 2.739644574814698785e+01 9.018507819497398881e-01 2.490567130826986784e+02 1.025076653305977636e+00
5.585999999999999943e+01 2.790000000000000000e+02 2.942534645493471999e+02 2.738082518303502866e+01 8.975473626870315025e-01 2.649370715885743266e+02 1.038020415050804335e+00
5.588000000000000256e+01 3.450000000000000000e+02 3.108691803757254775e+02 2.736514443513598849e+01 8.932746869714400795e-01 2.815595492481717770e+02 1.051212005446253483e+00
5.589999999999999858e+01 2.950000000000000000e+02 3.281852279645663657e+02 2.734940350444986734e+01 8.890324625195034081e-01 2.988821341765936950e+02 1.064657821003331506e+00
5.592000000000000171e+01 2.950000000000000000e+02 3.461454028284140350e+02 2.733360239097660838e+01 8.848204005146159679e-01 3.168486155700147151e+02 1.078364466908092290e+00
5.593999999999999773e+01 3.090000000000000000e+02 3.646785515458411737e+02 2.731774109471632528e+01 8.806382155577929804e-01 3.353878334702838515e+02 1.092338765283213053e+00
5.596000000000000085e+01 3.310000000000000000e+02 3.836980924087002336e+02 2.730181961566887594e+01 8.764856256192175010e-01 3.544131994035765274e+02 1.106587763835611193e+00
5.597999999999999687e+01 3.890000000000000000e+02 4.031018564820023471e+02 2.728583795383440247e+01 8.723623519906160695e-01 3.738225374312665394e+02 1.121118744910784226e+00
5.600000000000000000e+01 3.990000000000000000e+02 4.227722931579849046e+02 2.726979610921279118e+01 8.682681192383930879e-01 3.934982896945575703e+02 1.135939234976174550e+00
5.602000000000000313e+01 4.450000000000000000e+02 4.425770762374945093e+02 2.725369408180407049e+01 8.642026551575577864e-01 4.133081224859759573e+02 1.151057014556885694e+00
5.603999999999999915e+01 4.550000000000000000e+02 4.623701360066845609e+02 2.723753187160832567e+01 8.601656907263893759e-01 4.331059583157010024e+02 1.166480128648838877e+00
5.606000000000000227e+01 4.910000000000000000e+02 4.819931299166273106e+02 2.722130947862544303e+01 8.561569600618479381e-01 4.527334465803041894e+02 1.182216897635863795e+00
5.607999999999999829e+01 5.390000000000000000e+02 5.012773496949276364e+02 2.720502690285547942e+01 8.521762003757208381e-01 4.720218706629576104e+02 1.198275928738856244e+00
5.610000000000000142e+01 5.200000000000000000e+02 5.200460465458839963e+02 2.718868414429840641e+01 8.482231519314664681e-01 4.907944731216269361e+02 1.214666128027159120e+00
5.611999999999999744e+01 5.420000000000000000e+02 5.381171391833804591e+02 2.717228120295425242e+01 8.442975580017799686e-01 5.088691637094004250e+02 1.231396713023924727e+00
5.614000000000000057e+01 5.680000000000000000e+02 5.553062525490294092e+02 2.715581807882301746e+01 8.403991648268210879e-01 5.260615580794399193e+02 1.248477225939636615e+00
5.615999999999999659e+01 5.740000000000000000e+02 5.714300190213070891e+02 2.713929477190467310e+01 8.365277215731438121e-01 5.421882789802593834e+02 1.265917547569824775e+00
5.617999999999999972e+01 5.790000000000000000e+02 5.863095595692468578e+02 2.712271128219924776e+01 8.326829802932619318e-01 5.570704373948585726e+02 1.283727911895752971e+00
5.620000000000000284e+01 5.740000000000000000e+02 5.997740504648816113e+02 2.710606760970674145e+01 8.288646958858887359e-01 5.705371992378599089e+02 1.301918921429049414e+00
5.621999999999999886e+01 5.620000000000000000e+02 6.116642725832538190e+02 2.708936375442712574e+01 8.250726260567982084e-01 5.824293346394255195e+02 1.320501563344323559e+00
5.624000000000000199e+01 5.850000000000000000e+02 6.218360355951745078e+02 2.707259971636042906e+01 8.213065312803152773e-01 5.926026421210872286e+02 1.339487226446553159e+00
5.625999999999999801e+01 7.050000000000000000e+02 6.301633689302467474e+02 2.705577549550662297e+01 8.175661747614354491e-01 6.009311395409555416e+02 1.358887719023205154e+00
5.628000000000000114e+01 6.800000000000000000e+02 6.365413754778973043e+02 2.703889109186573592e+01 8.138513223985223144e-01 6.073099177759983149e+02 1.378715287634687980e+00
5.629999999999999716e+01 7.020000000000000000e+02 6.408886525891533665e+02 2.702194650543773946e+01 8.101617427466283328e-01 6.116575617040689394e+02 1.398982636900046206e+00
5.632000000000000028e+01 6.900000000000000000e+02 6.431491977858819382e+02 2.700494173622269045e+01 8.064972069813688416e-01 6.139180558923386570e+02 1.419702950339209124e+00
5.634000000000000341e+01 6.780000000000000000e+02 6.432937331830082712e+02 2.698787678422053204e+01 8.028574888633914775e-01 6.140621089975874156e+02 1.440889912336920986e+00
5.635999999999999943e+01 6.280000000000000000e+02 6.413204022761151464e+02 2.697075164943126424e+01 7.992423647033926049e-01 6.120878505306819761e+02 1.462557731298524066e+00
