# x  Fit  Background  peak0  peak1
6.128000000000000114e+01 2.702238633116254007e+01 2.303175761067404892e+01 2.073782202324788049e+00 1.916846518163700663e+00
6.129999999999999716e+01 2.690241050982002946e+01 2.296375699516147506e+01 2.057049759380089604e+00 1.881603755278465906e+00
6.132000000000000028e+01 2.678331742937077564e+01 2.289546620237865682e+01 2.040519307903482460e+00 1.847331919088635477e+00
6.134000000000000341e+01 2.666506822246705610e+01 2.282688523232627631e+01 2.024187605004169832e+00 1.813995385136611960e+00
6.135999999999999943e+01 2.654762571847994934e+01 2.275801408500410616e+01 2.008051472703943574e+00 1.781560160771898049e+00
6.138000000000000256e+01 2.643095435238134172e+01 2.268885276041237375e+01 1.992107796381929363e+00 1.749993795587036161e+00
6.139999999999999858e+01 2.631502007939243271e+01 2.261940125855085171e+01 1.976353523262770473e+00 1.719265297578812079e+00
6.142000000000000171e+01 2.619979029498306033e+01 2.254965957941931265e+01 1.960785660946688491e+00 1.689345054617060526e+00
6.143999999999999773e+01 2.608523375983698145e+01 2.247962772301843870e+01 1.945401275980301214e+00 1.660204760838239313e+00
6.146000000000000085e+01 2.597132052942548341e+01 2.240930568934754774e+01 1.930197492466715126e+00 1.631817347611222768e+00
6.147999999999999687e+01 2.585802188787291911e+01 2.233869347840732189e+01 1.915171490713845737e+00 1.604156918751751926e+00
6.150000000000000000e+01 2.574531028580349101e+01 2.226779109019685166e+01 1.900320505919592451e+00 1.577198689687048239e+00
6.152000000000000313e+01 2.563315928190614912e+01 2.219659852471704653e+01 1.885641826892883399e+00 1.550918930296218301e+00
6.153999999999999915e+01 2.552154348794974226e+01 2.212511578196745177e+01 1.871132794809351685e+00 1.525294911172937029e+00
6.156000000000000227e+01 2.541043851702554690e+01 2.205334286194806737e+01 1.856790802000615415e+00 1.500304853076863676e+00
6.157999999999999829e+01 2.529982093479316774e+01 2.198127976465889333e+01 1.842613290776190293e+00 1.475927879358083672e+00
6.160000000000000142e+01 2.518966821353181018e+01 2.190892649009992965e+01 1.828597752276893473e+00 1.452143971154990165e+00
6.161999999999999744e+01 2.507995868881182489e+01 2.183628303827140371e+01 1.814741725358943070e+00 1.428933925181479658e+00
6.164000000000000057e+01 2.497067151861309853e+01 2.176334940917286076e+01 1.801042795507659111e+00 1.406279313932577768e+00
6.165999999999999659e+01 2.486178664473573718e+01 2.169012560280498292e+01 1.787498593780003864e+00 1.384162448150748848e+00
6.167999999999999972e+01 2.475328475634827541e+01 2.161661161916708807e+01 1.774106795774986978e+00 1.362566341406201698e+00
6.170000000000000284e+01 2.464514725554647967e+01 2.154280745825963095e+01 1.760865120631182057e+00 1.341474676655669551e+00
6.171999999999999886e+01 2.453735622478630773e+01 2.146871312008238419e+01 1.747771330050466476e+00 1.320871774653459951e+00
6.174000000000000199e+01 2.442989439608068380e+01 2.139432860463557518e+01 1.734823227347234598e+00 1.300742564097875364e+00
6.175999999999999801e+01 2.432274512184550375e+01 2.131965391191874915e+01 1.722018656522381397e+00 1.281072553404373648e+00
6.178000000000000114e+01 2.421589234729754025e+01 2.124468904193213348e+01 1.709355501361184526e+00 1.261847804004222695e+00
6.179999999999999716e+01 2.410932058430560332e+01 2.116943399467618292e+01 1.696831684554551911e+00 1.243054905074868044e+00
6.182000000000000028e+01 2.400301488660726434e+01 2.109388877015021535e+01 1.684445166842776676e+00 1.224680949614272540e+00
6.184000000000000341e+01 2.389696082631390439e+01 2.101805336835468552e+01 1.672193946181292468e+00 1.206713511777927073e+00
6.185999999999999943e+01 2.379114447161922641e+01 2.094192778928913867e+01 1.660076056927679344e+00 1.189140625402410611e+00
6.188000000000000256e+01 2.368555236564830935e+01 2.086551203295425694e+01 1.648089569049326686e+00 1.171950763644725724e+00
6.189999999999999858e+01 2.358017150637196835e+01 2.078880609934935819e+01 1.636232587351221790e+00 1.155132819671385036e+00
6.192000000000000171e+01 2.347498932753344647e+01 2.071180998847489718e+01 1.624503250723152936e+00 1.138676088335396575e+00
6.193999999999999773e+01 2.336999368052006076e+01 2.063452370033041916e+01 1.612899731405928128e+00 1.122570248783711477e+00
6.196000000000000085e+01 2.326517281713335095e+01 2.055694723491637887e+01 1.601420234275891197e+00 1.106805347941080209e+00
6.197999999999999687e+01 2.316051537320031883e+01 2.047908059223277633e+01 1.590062996147385777e+00 1.091371784820156954e+00
6.200000000000000000e+01 2.305601035298220225e+01 2.040092377227915676e+01 1.578826285092495230e+00 1.076260295610548035e+00
6.202000000000000313e+01 2.295164711433657345e+01 2.032247677505597494e+01 1.567708399777712147e+00 1.061461939502888141e+00
6.203999999999999915e+01 2.284741535458645600e+01 2.024373960056300348e+01 1.556707668816944556e+00 1.046968085206507970e+00
6.206000000000000227e+01 2.274330509706298287e+01 2.016471224880046975e+01 1.545822450140457160e+00 1.032770398122057287e+00
6.207999999999999829e+01 2.263930667828032028e+01 2.008539471976814639e+01 1.535051130379315065e+00 1.018860828132858609e+00
6.210000000000000142e+01 2.253541073571171083e+01 2.000578701346603339e+01 1.524392124264821957e+00 1.005231597980855485e+00
6.211999999999999744e+01 2.243160819613216717e+01 1.992588912989413075e+01 1.513843874042644755e+00 9.918751921953917750e-01
6.214000000000000057e+01 2.232789026449821534e+01 1.984570106905243847e+01 1.503404848901089830e+00 9.787843465446871560e-01
6.215999999999999659e+01 2.222424841333650036e+01 1.976522283094118393e+01 1.493073544413271225e+00 9.659520379820462077e-01
6.217999999999999972e+01 2.212067437261298863e+01 1.968445441556013975e+01 1.482848481992657952e+00 9.533714750601903765e-01
6.220000000000000284e+01 2.201716012006006906e+01 1.960339582290930593e+01 1.472728208361755442e+00 9.410360887890070192e-01
6.221999999999999886e+01 2.191369787193560370e+01 1.952204705298890985e+01 1.462711295033465753e+00 9.289395239132289817e-01
6.224000000000000199e+01 2.181028007419163828e+01 1.944040810579872414e+01 1.452796337804815430e+00 9.170756305880988224e-01
6.225999999999999801e+01 2.170689939403363056e+01 1.935847898133852141e+01 1.442981956262756160e+00 9.054384564323549878e-01
6.228000000000000114e+01 2.160354871184954817e+01 1.927625967960898379e+01 1.433266793301615882e+00 8.940222389389468338e-01
6.229999999999999716e+01 2.150022111348667408e+01 1.919375020060942916e+01 1.423649514651998738e+00 8.828213982252461900e-01
6.232000000000000028e+01 2.139690988286634266e+01 1.911095054434031226e+01 1.414128808420715533e+00 8.718305301053146383e-01
6.234000000000000341e+01 2.129360849491100183e+01 1.902786071080140573e+01 1.404703384641550423e+00 8.610443994680472279e-01
6.235999999999999943e+01 2.119031060877488670e+01 1.894448069999270956e+01 1.395371974836487228e+00 8.504579339456902476e-01
6.238000000000000256e+01 2.108701006135989076e+01 1.886081051191445113e+01 1.386133331587170225e+00 8.400662178582694040e-01
6.239999999999999858e+01 2.098370086110298161e+01 1.877685014656640305e+01 1.376986228116327871e+00 8.298644864202520122e-01
6.242000000000000171e+01 2.088037718202381754e+01 1.869259960394856535e+01 1.367929457878841459e+00 8.198481201964101794e-01
6.243999999999999773e+01 2.077703335801823670e+01 1.860805888406116537e+01 1.358961834162294879e+00 8.100126397947782220e-01
6.246000000000000085e+01 2.067366387738565692e+01 1.852322798690397576e+01 1.350082189696644841e+00 8.003537007850356488e-01
6.247999999999999687e+01 2.057026337758117052e+01 1.843810691247676914e+01 1.341289376272898792e+00 7.908670888315049163e-01
6.250000000000000000e+01 2.046682664018076636e+01 1.835269566078000025e+01 1.332582264370430147e+00 7.815487150303366271e-01
6.252000000000000313e+01 2.036334858604771014e+01 1.826699423181366910e+01 1.323959742792834016e+00 7.723946114412058028e-01
6.253999999999999915e+01 2.025982427069352809e+01 1.818100262557732094e+01 1.315420718312006132e+00 7.634009268042017959e-01
6.256000000000000227e+01 2.015624887982509605e+01 1.809472084207163789e+01 1.306964115320272901e+00 7.545639224331865957e-01
6.257999999999999829e+01 2.005261772506369411e+01 1.800814888129593783e+01 1.298588875490384265e+00 7.458799682773726847e-01
6.260000000000000142e+01 1.994892623983673019e+01 1.792128674325044813e+01 1.290293957443103601e+00 7.373455391431784633e-01
6.261999999999999744e+01 1.984516997542671746e+01 1.783413442793539616e+01 1.282078336422288745e+00 7.289572110690344386e-01
6.264000000000000057e+01 1.974134459717370049e+01 1.774669193535055456e+01 1.273941003977169917e+00 7.207116578459737966e-01
6.265999999999999659e+01 1.963744588082510489e+01 1.765895926549592332e+01 1.265880967651754618e+00 7.126056476774286219e-01
6.267999999999999972e+01 1.953346970902434876e+01 1.757093641837150244e+01 1.257897250681061285e+00 7.046360399717847001e-01
6.270000000000000284e+01 1.942941206793341280e+01 1.748262339397751930e+01 1.249988891694119530e+00 6.967997822617745252e-01
6.271999999999999886e+01 1.932526904398213929e+01 1.739402019231374652e+01 1.242154944423479401e+00 6.890939072449141500e-01
6.274000000000000199e+01 1.922103682074111575e+01 1.730512681338041148e+01 1.234394477421110192e+00 6.815155299395970756e-01
6.275999999999999801e+01 1.911671167590931475e+01 1.721594325717705942e+01 1.226706573780534937e+00 6.740618449517182809e-01
6.278000000000000114e+01 1.901228997841601398e+01 1.712646952370414510e+01 1.219090330865004290e+00 6.667301238468628100e-01
6.279999999999999716e+01 1.890776818562654782e+01 1.703670561296144115e+01 1.211544860041610772e+00 6.595177126234955667e-01
6.282000000000000028e+01 1.880314284065296704e+01 1.694665152494917493e+01 1.204069286421146190e+00 6.524220292826480305e-01
6.284000000000000341e+01 1.869841056976046900e+01 1.685630725966689170e+01 1.196662748603606996e+00 6.454405614899708654e-01
6.285999999999999943e+01 1.859356807987031246e+01 1.676567281711504620e+01 1.189324398429169038e+00 6.385708643260992190e-01
6.288000000000000256e+01 1.848861215614947184e+01 1.667474819729341107e+01 1.182053400734514703e+00 6.318105581215479605e-01
6.289999999999999858e+01 1.838353965968892112e+01 1.658353340020198630e+01 1.174848933114397642e+00 6.251573263725372920e-01
6.292000000000000171e+01 1.827834752526351991e+01 1.649202842584099926e+01 1.167710185688269897e+00 6.186089137342499766e-01
6.293999999999999773e+01 1.817303275917044303e+01 1.640023327421022259e+01 1.160636360871915240e+00 6.121631240883056435e-01
6.296000000000000085e+01 1.806759243714502716e+01 1.630814794530988365e+01 1.153626673153890447e+00 6.058178186812533950e-01
6.297999999999999687e+01 1.796202370234744450e+01 1.621577243913952771e+01 1.146680348876734756e+00 5.995709143311811484e-01
6.300000000000000000e+01 1.785632376342189787e+01 1.612310675569960949e+01 1.139796626022761661e+00 5.934203816995259340e-01
6.302000000000000313e+01 1.775048989261951959e+01 1.603015089498967427e+01 1.132974754004388851e+00 5.873642436254555843e-01
6.303999999999999915e+01 1.764451942398942563e+01 1.593690485701040416e+01 1.126213993458839546e+00 5.814005735201824843e-01
6.306000000000000227e+01 1.753840975162703586e+01 1.584336864176111703e+01 1.119513616047142390e+00 5.755274938187735501e-01
6.307999999999999829e+01 1.743215832798673404e+01 1.574954224924226764e+01 1.112872904257337758e+00 5.697431744871301884e-01
6.310000000000000142e+01 1.732576266224722161e+01 1.565542567945362862e+01 1.106291151211745261e+00 5.640458315818474011e-01
6.311999999999999744e+01 1.721922031873433667e+01 1.556101893239519995e+01 1.099767660478257802e+00 5.584337258608780274e-01
6.314000000000000057e+01 1.711252891539560395e+01 1.546632200806720903e+01 1.093301745885497445e+00 5.529051614428974748e-01
6.315999999999999659e+01 1.700568612232473242e+01 1.537133490646942846e+01 1.086892731341817964e+00 5.474584845134826683e-01
6.317999999999999972e+01 1.689868966033602860e+01 1.527605762760185826e+01 1.080539950657987580e+00 5.420920820761845338e-01
6.320000000000000284e+01 1.679153729958480668e+01 1.518049017146449842e+01 1.074242747373534534e+00 5.368043807467742790e-01
6.321999999999999886e+01 1.668422685823311014e+01 1.508463253805757631e+01 1.068000474586616733e+00 5.315938455889152037e-01
6.324000000000000199e+01 1.657675620115765014e+01 1.498848472738063720e+01 1.061812494787355288e+00 5.264589789896589878e-01
6.325999999999999801e+01 1.646912323870193973e+01 1.489204673943413582e+01 1.055678179694575336e+00 5.213983195732285747e-01
6.328000000000000114e+01 1.636132592546544373e+01 1.479531857421807217e+01 1.049596910095812019e+00 5.164104411515595405e-01
6.329999999999999716e+01 1.625336225913281396e+01 1.469830023173199152e+01 1.043568075690587182e+00 5.114939517102363720e-01
6.332000000000000028e+01 1.614523027934177790e+01 1.460099171197657597e+01 1.037591074936797142e+00 5.066474924284053438e-01
6.334000000000000341e+01 1.603692806658256131e+01 1.450339301495091604e+01 1.031665314900224395e+00 5.018697367314222113e-01
6.335999999999999943e+01 1.592845374113789525e+01 1.440550414065592122e+01 1.025790211107029837e+00 4.971593893749442494e-01
6.338000000000000256e+01 1.581980546204939664e+01 1.430732508909090939e+01 1.019965187399191731e+00 4.925151855592944661e-01
6.339999999999999858e+01 1.571098142612237858e+01 1.420885586025656266e+01 1.014189675792842138e+00 4.879358900729736659e-01
6.342000000000000171e+01 1.560197986695576411e+01 1.411009645415219893e+01 1.008463116339378240e+00 4.834202964641873268e-01
6.343999999999999773e+01 1.549279905400679169e+01 1.401104687077804556e+01 1.002784956989356990e+00 4.789672262393894764e-01
6.346000000000000085e+01 1.538343729168116525e+01 1.391170711013432992e+01 9.971546534590423061e-01 4.745755280877930193e-01
6.347999999999999687e+01 1.527389291845136299e+01 1.381207717222082465e+01 9.915716690996038141e-01 4.702440771309339684e-01
6.350000000000000000e+01 1.516416430600270360e+01 1.371215705703752974e+01 9.860354747688551136e-01 4.659717741963184667e-01
6.352000000000000313e+01 1.505424985840429031e+01 1.361194676458444519e+01 9.805455487055250163e-01 4.617575451143207665e-01
6.353999999999999915e+01 1.494414801130543324e+01 1.351144629486202575e+01 9.751013764059650590e-01 4.576003400374425434e-01
6.356000000000000227e+01 1.483385723115375576e+01 1.341065564786936193e+01 9.697024505032525443e-01 4.534991327811410677e-01
6.357999999999999829e+01 1.472337601444148270e+01 1.330957482360736321e+01 9.643482706486579126e-01 4.494529201854614020e-01
6.360000000000000142e+01 1.461270288696740316e+01 1.320820382207534749e+01 9.590383433953723058e-01 4.454607214966840867e-01
6.361999999999999744e+01 1.450183640312661026e+01 1.310654264327376950e+01 9.537721820845171949e-01 4.415215777683239584e-01
6.364000000000000057e+01 1.439077514521644652e+01 1.300459128720240187e+01 9.485493067333053974e-01 4.376345512807390814e-01
6.365999999999999659e+01 1.427951772276536424e+01 1.290234975386124461e+01 9.433692439253833495e-01 4.337987249787364497e-01
6.367999999999999972e+01 1.416806277188026009e+01 1.279981804325052508e+01 9.382315267032383943e-01 4.300132019264971683e-01
6.370000000000000284e+01 1.405640895461172946e+01 1.269699615536978854e+01 9.331356944626886252e-01 4.262771047792517920e-01
6.371999999999999886e+01 1.394455495834016290e+01 1.259388409021971711e+01 9.280812928493575864e-01 4.225895752710870923e-01
6.374000000000000199e+01 1.383249949517508171e+01 1.249048184779962867e+01 9.230678736571170662e-01 4.189497737183347503e-01
6.375999999999999801e+01 1.372024130137669040e+01 1.238678942811020534e+01 9.180949947284658963e-01 4.153568785380185036e-01
6.378000000000000114e+01 1.360777913678809981e+01 1.228280683115053762e+01 9.131622198567611592e-01 4.118100857808006388e-01
6.379999999999999716e+01 1.349511178428960712e+01 1.217853405692130764e+01 9.082691186903242286e-01 4.083086086779758039e-01
6.382000000000000028e+01 1.338223804926280991e+01 1.207397110542251539e+01 9.034152666383064023e-01 4.048516772019871146e-01
6.384000000000000341e+01 1.326915675907232917e+01 1.196911797665393351e+01 8.986002447783539848e-01 4.014385376400422256e-01
6.385999999999999943e+01 1.315586676256166143e+01 1.186397467061533462e+01 8.938236397659717891e-01 3.980684521803563580e-01
6.388000000000000256e+01 1.304236692956335730e+01 1.175854118730717346e+01 8.890850437455772859e-01 3.947406985106057253e-01
6.389999999999999858e+01 1.292865615042086702e+01 1.165281752672945004e+01 8.843840542632235291e-01 3.914545694281932331e-01
6.392000000000000171e+01 1.281473333552452232e+01 1.154680368888170960e+01 8.797202741809101445e-01 3.882093724619025132e-01
6.393999999999999773e+01 1.270059741486173088e+01 1.144049967376463428e+01 8.750933115925041417e-01 3.850044295045930709e-01
6.396000000000000085e+01 1.258624733757526570e+01 1.133390548137754195e+01 8.705027797411871715e-01 3.818390764565367523e-01
6.397999999999999687e+01 1.247168207153817576e+01 1.122702111172065997e+01 8.659482969384386664e-01 3.787126628790781768e-01
